,,Fraction of pregnant women registered under JSY
SC SINGARKHEDA,Apr-2015,0.0
SC SINGARKHEDA,May-2015,0.5
SC SINGARKHEDA,Jun-2015,0.5
SC SINGARKHEDA,Jul-2015,0.3333333333333333
SC SINGARKHEDA,Aug-2015,0.5
SC SINGARKHEDA,Sep-2015,0.0
SC SINGARKHEDA,Oct-2015,0.0
SC SINGARKHEDA,Nov-2015,1.0
SC SINGARKHEDA,Dec-2015,0.25
SC SINGARKHEDA,Jan-2016,0.4
SC SINGARKHEDA,Feb-2016,0.0
SC SINGARKHEDA,Mar-2016,0.5714285714285714
SC SINGARKHEDA,Total,0.4
SC Salai Godhni,Apr-2015,0.16666666666666666
SC Salai Godhni,May-2015,0.3333333333333333
SC Salai Godhni,Jun-2015,0.42857142857142855
SC Salai Godhni,Jul-2015,0.1
SC Salai Godhni,Aug-2015,0.2222222222222222
SC Salai Godhni,Sep-2015,0.375
SC Salai Godhni,Oct-2015,0.0
SC Salai Godhni,Nov-2015,0.4444444444444444
SC Salai Godhni,Dec-2015,0.4166666666666667
SC Salai Godhni,Jan-2016,0.15384615384615385
SC Salai Godhni,Feb-2016,0.5
SC Salai Godhni,Mar-2016,0.16216216216216217
SC Salai Godhni,Total,0.25609756097560976
SC Salaidabha,Apr-2015,0.16666666666666666
SC Salaidabha,May-2015,0.5714285714285714
SC Salaidabha,Jun-2015,0.3
SC Salaidabha,Jul-2015,0.2857142857142857
SC Salaidabha,Aug-2015,0.25
SC Salaidabha,Sep-2015,0.25
SC Salaidabha,Oct-2015,0.4375
SC Salaidabha,Nov-2015,0.5
SC Salaidabha,Dec-2015,0.3076923076923077
SC Salaidabha,Jan-2016,0.4
SC Salaidabha,Feb-2016,0.2
SC Salaidabha,Mar-2016,1.0
SC Salaidabha,Total,0.35398230088495575
SC Salwa,Apr-2015,0.75
SC Salwa,May-2015,0.0
SC Salwa,Jun-2015,0.0
SC Salwa,Jul-2015,1.0
SC Salwa,Aug-2015,0.6666666666666666
SC Salwa,Sep-2015,0.5
SC Salwa,Oct-2015,1.0
SC Salwa,Nov-2015,0.0
SC Salwa,Dec-2015,0.5
SC Salwa,Jan-2016,0.16666666666666666
SC Salwa,Feb-2016,0.0
SC Salwa,Mar-2016,0.5
SC Salwa,Total,0.37777777777777777
SC Sawali Dhapewada,Apr-2015,
SC Sawali Dhapewada,May-2015,0.0
SC Sawali Dhapewada,Jun-2015,0.6666666666666666
SC Sawali Dhapewada,Jul-2015,0.6666666666666666
SC Sawali Dhapewada,Aug-2015,0.0
SC Sawali Dhapewada,Sep-2015,0.3333333333333333
SC Sawali Dhapewada,Oct-2015,1.0
SC Sawali Dhapewada,Nov-2015,0.0
SC Sawali Dhapewada,Dec-2015,0.5
SC Sawali Dhapewada,Jan-2016,0.14285714285714285
SC Sawali Dhapewada,Feb-2016,0.2
SC Sawali Dhapewada,Mar-2016,0.3333333333333333
SC Sawali Dhapewada,Total,0.3125
SC Sawangi Bela,Apr-2015,0.5
SC Sawangi Bela,May-2015,1.0
SC Sawangi Bela,Jun-2015,0.0
SC Sawangi Bela,Jul-2015,
SC Sawangi Bela,Aug-2015,0.5
SC Sawangi Bela,Sep-2015,1.0
SC Sawangi Bela,Oct-2015,1.0
SC Sawangi Bela,Nov-2015,
SC Sawangi Bela,Dec-2015,0.8
SC Sawangi Bela,Jan-2016,0.6666666666666666
SC Sawangi Bela,Feb-2016,1.0
SC Sawangi Bela,Mar-2016,0.0
SC Sawangi Bela,Total,0.6
SC Sawarmendha,Apr-2015,0.5714285714285714
SC Sawarmendha,May-2015,0.4
SC Sawarmendha,Jun-2015,0.0
SC Sawarmendha,Jul-2015,0.5
SC Sawarmendha,Aug-2015,0.8
SC Sawarmendha,Sep-2015,0.5
SC Sawarmendha,Oct-2015,0.25
SC Sawarmendha,Nov-2015,1.0
SC Sawarmendha,Dec-2015,
SC Sawarmendha,Jan-2016,0.6666666666666666
SC Sawarmendha,Feb-2016,0.3333333333333333
SC Sawarmendha,Mar-2016,0.2
SC Sawarmendha,Total,0.45454545454545453
SC Shedeshwar,Apr-2015,0.8
SC Shedeshwar,May-2015,0.0
SC Shedeshwar,Jun-2015,0.0
SC Shedeshwar,Jul-2015,0.0
SC Shedeshwar,Aug-2015,0.2
SC Shedeshwar,Sep-2015,0.0
SC Shedeshwar,Oct-2015,0.0
SC Shedeshwar,Nov-2015,0.0
SC Shedeshwar,Dec-2015,0.0
SC Shedeshwar,Jan-2016,0.4
SC Shedeshwar,Feb-2016,0.0
SC Shedeshwar,Mar-2016,0.0
SC Shedeshwar,Total,0.16279069767441862
SC Shirpur Gumthala,Apr-2015,0.46153846153846156
SC Shirpur Gumthala,May-2015,0.2
SC Shirpur Gumthala,Jun-2015,0.2857142857142857
SC Shirpur Gumthala,Jul-2015,0.16666666666666666
SC Shirpur Gumthala,Aug-2015,0.3888888888888889
SC Shirpur Gumthala,Sep-2015,0.3333333333333333
SC Shirpur Gumthala,Oct-2015,0.375
SC Shirpur Gumthala,Nov-2015,0.25
SC Shirpur Gumthala,Dec-2015,0.3333333333333333
SC Shirpur Gumthala,Jan-2016,0.375
SC Shirpur Gumthala,Feb-2016,0.2
SC Shirpur Gumthala,Mar-2016,0.45454545454545453
SC Shirpur Gumthala,Total,0.3360655737704918
SC Shiwa,Apr-2015,0.625
SC Shiwa,May-2015,0.7272727272727273
SC Shiwa,Jun-2015,0.2857142857142857
SC Shiwa,Jul-2015,0.0
SC Shiwa,Aug-2015,0.42857142857142855
SC Shiwa,Sep-2015,0.5
SC Shiwa,Oct-2015,0.625
SC Shiwa,Nov-2015,0.25
SC Shiwa,Dec-2015,0.1
SC Shiwa,Jan-2016,0.42857142857142855
SC Shiwa,Feb-2016,0.5714285714285714
SC Shiwa,Mar-2016,0.25
SC Shiwa,Total,0.42528735632183906
SC Sillewada CT,Apr-2015,0.2
SC Sillewada CT,May-2015,0.3333333333333333
SC Sillewada CT,Jun-2015,0.6666666666666666
SC Sillewada CT,Jul-2015,0.35714285714285715
SC Sillewada CT,Aug-2015,0.0
SC Sillewada CT,Sep-2015,0.2857142857142857
SC Sillewada CT,Oct-2015,0.46153846153846156
SC Sillewada CT,Nov-2015,0.8333333333333334
SC Sillewada CT,Dec-2015,0.375
SC Sillewada CT,Jan-2016,0.2857142857142857
SC Sillewada CT,Feb-2016,0.6
SC Sillewada CT,Mar-2016,0.5
SC Sillewada CT,Total,0.4
SC Silli,Apr-2015,0.0
SC Silli,May-2015,0.0
SC Silli,Jun-2015,0.0
SC Silli,Jul-2015,0.0
SC Silli,Aug-2015,0.5
SC Silli,Sep-2015,0.25
SC Silli,Oct-2015,
SC Silli,Nov-2015,0.6666666666666666
SC Silli,Dec-2015,0.0
SC Silli,Jan-2016,0.2857142857142857
SC Silli,Feb-2016,0.2
SC Silli,Mar-2016,0.375
SC Silli,Total,0.18518518518518517
SC Sironji,Apr-2015,0.25
SC Sironji,May-2015,1.0
SC Sironji,Jun-2015,0.875
SC Sironji,Jul-2015,0.6666666666666666
SC Sironji,Aug-2015,1.0
SC Sironji,Sep-2015,1.0
SC Sironji,Oct-2015,0.6666666666666666
SC Sironji,Nov-2015,0.5
SC Sironji,Dec-2015,0.42857142857142855
SC Sironji,Jan-2016,0.8571428571428571
SC Sironji,Feb-2016,0.5
SC Sironji,Mar-2016,0.75
SC Sironji,Total,0.66
SC Sirsi,Apr-2015,
SC Sirsi,May-2015,
SC Sirsi,Jun-2015,
SC Sirsi,Jul-2015,
SC Sirsi,Aug-2015,
SC Sirsi,Sep-2015,
SC Sirsi,Oct-2015,
SC Sirsi,Nov-2015,
SC Sirsi,Dec-2015,
SC Sirsi,Jan-2016,
SC Sirsi,Feb-2016,
SC Sirsi,Mar-2016,
SC Sirsi,Total,
SC Sirsi Yenava,Apr-2015,0.5
SC Sirsi Yenava,May-2015,0.5
SC Sirsi Yenava,Jun-2015,0.0
SC Sirsi Yenava,Jul-2015,0.25
SC Sirsi Yenava,Aug-2015,0.3333333333333333
SC Sirsi Yenava,Sep-2015,0.3333333333333333
SC Sirsi Yenava,Oct-2015,0.5
SC Sirsi Yenava,Nov-2015,0.0
SC Sirsi Yenava,Dec-2015,0.6666666666666666
SC Sirsi Yenava,Jan-2016,0.0
SC Sirsi Yenava,Feb-2016,1.0
SC Sirsi Yenava,Mar-2016,0.0
SC Sirsi Yenava,Total,0.38235294117647056
SC Sirul,Apr-2015,0.16666666666666666
SC Sirul,May-2015,0.2222222222222222
SC Sirul,Jun-2015,0.5
SC Sirul,Jul-2015,0.4444444444444444
SC Sirul,Aug-2015,0.18181818181818182
SC Sirul,Sep-2015,0.3333333333333333
SC Sirul,Oct-2015,0.25
SC Sirul,Nov-2015,0.4
SC Sirul,Dec-2015,0.2
SC Sirul,Jan-2016,0.2857142857142857
SC Sirul,Feb-2016,0.3333333333333333
SC Sirul,Mar-2016,0.125
SC Sirul,Total,0.25301204819277107
SC Sitapur,Apr-2015,1.0
SC Sitapur,May-2015,0.0
SC Sitapur,Jun-2015,1.0
SC Sitapur,Jul-2015,0.25
SC Sitapur,Aug-2015,0.6666666666666666
SC Sitapur,Sep-2015,0.16666666666666666
SC Sitapur,Oct-2015,1.0
SC Sitapur,Nov-2015,0.3333333333333333
SC Sitapur,Dec-2015,0.6666666666666666
SC Sitapur,Jan-2016,0.7
SC Sitapur,Feb-2016,0.6666666666666666
SC Sitapur,Mar-2016,0.2
SC Sitapur,Total,0.5875
SC Sonegaon Gondkhairi,Apr-2015,0.2857142857142857
SC Sonegaon Gondkhairi,May-2015,0.09090909090909091
SC Sonegaon Gondkhairi,Jun-2015,0.15384615384615385
SC Sonegaon Gondkhairi,Jul-2015,0.4166666666666667
SC Sonegaon Gondkhairi,Aug-2015,0.09523809523809523
SC Sonegaon Gondkhairi,Sep-2015,0.14285714285714285
SC Sonegaon Gondkhairi,Oct-2015,0.17647058823529413
SC Sonegaon Gondkhairi,Nov-2015,0.3333333333333333
SC Sonegaon Gondkhairi,Dec-2015,0.8
SC Sonegaon Gondkhairi,Jan-2016,0.0
SC Sonegaon Gondkhairi,Feb-2016,0.3333333333333333
SC Sonegaon Gondkhairi,Mar-2016,0.0
SC Sonegaon Gondkhairi,Total,0.21008403361344538
SC Sonegaon Gumthala,Apr-2015,0.2
SC Sonegaon Gumthala,May-2015,0.0
SC Sonegaon Gumthala,Jun-2015,0.0
SC Sonegaon Gumthala,Jul-2015,0.0
SC Sonegaon Gumthala,Aug-2015,0.16666666666666666
SC Sonegaon Gumthala,Sep-2015,0.0
SC Sonegaon Gumthala,Oct-2015,0.0
SC Sonegaon Gumthala,Nov-2015,0.0
SC Sonegaon Gumthala,Dec-2015,0.5555555555555556
SC Sonegaon Gumthala,Jan-2016,0.5
SC Sonegaon Gumthala,Feb-2016,0.45454545454545453
SC Sonegaon Gumthala,Mar-2016,0.375
SC Sonegaon Gumthala,Total,0.22535211267605634
SC Sonegaon lodhi,Apr-2015,1.0
SC Sonegaon lodhi,May-2015,0.5
SC Sonegaon lodhi,Jun-2015,0.6363636363636364
SC Sonegaon lodhi,Jul-2015,1.0
SC Sonegaon lodhi,Aug-2015,0.6666666666666666
SC Sonegaon lodhi,Sep-2015,0.5
SC Sonegaon lodhi,Oct-2015,0.5714285714285714
SC Sonegaon lodhi,Nov-2015,1.0
SC Sonegaon lodhi,Dec-2015,0.5555555555555556
SC Sonegaon lodhi,Jan-2016,0.8
SC Sonegaon lodhi,Feb-2016,1.0
SC Sonegaon lodhi,Mar-2016,0.8333333333333334
SC Sonegaon lodhi,Total,0.72
SC Suradevi,Apr-2015,0.5
SC Suradevi,May-2015,0.25
SC Suradevi,Jun-2015,0.3333333333333333
SC Suradevi,Jul-2015,0.42857142857142855
SC Suradevi,Aug-2015,0.0
SC Suradevi,Sep-2015,0.25
SC Suradevi,Oct-2015,0.0
SC Suradevi,Nov-2015,0.4
SC Suradevi,Dec-2015,0.7142857142857143
SC Suradevi,Jan-2016,0.5
SC Suradevi,Feb-2016,0.6666666666666666
SC Suradevi,Mar-2016,0.2857142857142857
SC Suradevi,Total,0.3709677419354839
SC Susundri,Apr-2015,0.25
SC Susundri,May-2015,0.75
SC Susundri,Jun-2015,0.25
SC Susundri,Jul-2015,0.0
SC Susundri,Aug-2015,0.0
SC Susundri,Sep-2015,0.0
SC Susundri,Oct-2015,0.6666666666666666
SC Susundri,Nov-2015,0.0
SC Susundri,Dec-2015,0.3333333333333333
SC Susundri,Jan-2016,0.3333333333333333
SC Susundri,Feb-2016,0.5
SC Susundri,Mar-2016,0.2857142857142857
SC Susundri,Total,0.25
SC THADIPAWNI,Apr-2015,0.6666666666666666
SC THADIPAWNI,May-2015,0.5714285714285714
SC THADIPAWNI,Jun-2015,0.6666666666666666
SC THADIPAWNI,Jul-2015,0.5
SC THADIPAWNI,Aug-2015,0.75
SC THADIPAWNI,Sep-2015,0.2857142857142857
SC THADIPAWNI,Oct-2015,0.5
SC THADIPAWNI,Nov-2015,0.75
SC THADIPAWNI,Dec-2015,0.5
SC THADIPAWNI,Jan-2016,0.5
SC THADIPAWNI,Feb-2016,0.5
SC THADIPAWNI,Mar-2016,0.2222222222222222
SC THADIPAWNI,Total,0.5
SC Takalgaht,Apr-2015,0.8
SC Takalgaht,May-2015,1.0
SC Takalgaht,Jun-2015,0.5384615384615384
SC Takalgaht,Jul-2015,0.3684210526315789
SC Takalgaht,Aug-2015,0.5625
SC Takalgaht,Sep-2015,0.5
SC Takalgaht,Oct-2015,0.8333333333333334
SC Takalgaht,Nov-2015,0.6363636363636364
SC Takalgaht,Dec-2015,0.47368421052631576
SC Takalgaht,Jan-2016,0.6
SC Takalgaht,Feb-2016,0.47619047619047616
SC Takalgaht,Mar-2016,0.8
SC Takalgaht,Total,0.6184971098265896
SC Tanda,Apr-2015,0.3333333333333333
SC Tanda,May-2015,0.25
SC Tanda,Jun-2015,0.3333333333333333
SC Tanda,Jul-2015,0.4
SC Tanda,Aug-2015,0.375
SC Tanda,Sep-2015,0.2222222222222222
SC Tanda,Oct-2015,0.75
SC Tanda,Nov-2015,0.6
SC Tanda,Dec-2015,0.2857142857142857
SC Tanda,Jan-2016,0.5714285714285714
SC Tanda,Feb-2016,0.375
SC Tanda,Mar-2016,0.3333333333333333
SC Tanda,Total,0.4024390243902439
SC Tangla,Apr-2015,0.6666666666666666
SC Tangla,May-2015,1.0
SC Tangla,Jun-2015,1.0
SC Tangla,Jul-2015,0.75
SC Tangla,Aug-2015,1.0
SC Tangla,Sep-2015,0.0
SC Tangla,Oct-2015,1.0
SC Tangla,Nov-2015,1.0
SC Tangla,Dec-2015,1.0
SC Tangla,Jan-2016,1.0
SC Tangla,Feb-2016,0.6666666666666666
SC Tangla,Mar-2016,1.0
SC Tangla,Total,0.8947368421052632
SC Tarna,Apr-2015,0.625
SC Tarna,May-2015,0.375
SC Tarna,Jun-2015,0.3333333333333333
SC Tarna,Jul-2015,0.5
SC Tarna,Aug-2015,0.0
SC Tarna,Sep-2015,0.2
SC Tarna,Oct-2015,0.5
SC Tarna,Nov-2015,0.16666666666666666
SC Tarna,Dec-2015,0.2
SC Tarna,Jan-2016,0.3333333333333333
SC Tarna,Feb-2016,0.5
SC Tarna,Mar-2016,0.0
SC Tarna,Total,0.3194444444444444
SC Tarodi,Apr-2015,0.0
SC Tarodi,May-2015,0.0
SC Tarodi,Jun-2015,0.0
SC Tarodi,Jul-2015,0.0
SC Tarodi,Aug-2015,0.0
SC Tarodi,Sep-2015,0.0
SC Tarodi,Oct-2015,0.0
SC Tarodi,Nov-2015,0.0
SC Tarodi,Dec-2015,0.0
SC Tarodi,Jan-2016,0.0
SC Tarodi,Feb-2016,0.0
SC Tarodi,Mar-2016,0.26666666666666666
SC Tarodi,Total,0.025806451612903226
SC Tekadi,Apr-2015,0.0
SC Tekadi,May-2015,0.0
SC Tekadi,Jun-2015,0.0
SC Tekadi,Jul-2015,0.0
SC Tekadi,Aug-2015,0.0
SC Tekadi,Sep-2015,0.0
SC Tekadi,Oct-2015,0.6666666666666666
SC Tekadi,Nov-2015,0.0
SC Tekadi,Dec-2015,0.2
SC Tekadi,Jan-2016,1.0
SC Tekadi,Feb-2016,0.375
SC Tekadi,Mar-2016,0.16666666666666666
SC Tekadi,Total,0.13432835820895522
SC Telgaon,Apr-2015,0.125
SC Telgaon,May-2015,0.375
SC Telgaon,Jun-2015,0.25
SC Telgaon,Jul-2015,0.3
SC Telgaon,Aug-2015,0.25
SC Telgaon,Sep-2015,0.2857142857142857
SC Telgaon,Oct-2015,0.21428571428571427
SC Telgaon,Nov-2015,0.2857142857142857
SC Telgaon,Dec-2015,0.25
SC Telgaon,Jan-2016,0.42857142857142855
SC Telgaon,Feb-2016,0.1
SC Telgaon,Mar-2016,0.09090909090909091
SC Telgaon,Total,0.2358490566037736
SC Telkamtee,Apr-2015,0.2
SC Telkamtee,May-2015,0.25
SC Telkamtee,Jun-2015,0.3333333333333333
SC Telkamtee,Jul-2015,0.0
SC Telkamtee,Aug-2015,0.3333333333333333
SC Telkamtee,Sep-2015,0.42857142857142855
SC Telkamtee,Oct-2015,0.0
SC Telkamtee,Nov-2015,0.4
SC Telkamtee,Dec-2015,0.3333333333333333
SC Telkamtee,Jan-2016,0.3333333333333333
SC Telkamtee,Feb-2016,0.8
SC Telkamtee,Mar-2016,0.25
SC Telkamtee,Total,0.3114754098360656
SC Temasna,Apr-2015,0.6
SC Temasna,May-2015,0.42857142857142855
SC Temasna,Jun-2015,0.0
SC Temasna,Jul-2015,0.0
SC Temasna,Aug-2015,0.4
SC Temasna,Sep-2015,0.3333333333333333
SC Temasna,Oct-2015,0.5
SC Temasna,Nov-2015,1.0
SC Temasna,Dec-2015,0.6666666666666666
SC Temasna,Jan-2016,0.0
SC Temasna,Feb-2016,0.0
SC Temasna,Mar-2016,0.25
SC Temasna,Total,0.36585365853658536
SC Thugaondev,Apr-2015,0.5
SC Thugaondev,May-2015,0.6666666666666666
SC Thugaondev,Jun-2015,0.5
SC Thugaondev,Jul-2015,0.14285714285714285
SC Thugaondev,Aug-2015,0.4
SC Thugaondev,Sep-2015,0.3333333333333333
SC Thugaondev,Oct-2015,0.5
SC Thugaondev,Nov-2015,0.3333333333333333
SC Thugaondev,Dec-2015,0.0
SC Thugaondev,Jan-2016,0.0
SC Thugaondev,Feb-2016,0.25
SC Thugaondev,Mar-2016,0.0
SC Thugaondev,Total,0.3235294117647059
SC Tinkheda,Apr-2015,0.75
SC Tinkheda,May-2015,0.75
SC Tinkheda,Jun-2015,0.25
SC Tinkheda,Jul-2015,0.5
SC Tinkheda,Aug-2015,0.3333333333333333
SC Tinkheda,Sep-2015,0.5
SC Tinkheda,Oct-2015,0.14285714285714285
SC Tinkheda,Nov-2015,0.3333333333333333
SC Tinkheda,Dec-2015,0.25
SC Tinkheda,Jan-2016,0.5
SC Tinkheda,Feb-2016,0.3333333333333333
SC Tinkheda,Mar-2016,0.3333333333333333
SC Tinkheda,Total,0.39622641509433965
SC Titur,Apr-2015,1.0
SC Titur,May-2015,0.0
SC Titur,Jun-2015,1.0
SC Titur,Jul-2015,1.0
SC Titur,Aug-2015,0.75
SC Titur,Sep-2015,0.3333333333333333
SC Titur,Oct-2015,
SC Titur,Nov-2015,
SC Titur,Dec-2015,0.0
SC Titur,Jan-2016,1.0
SC Titur,Feb-2016,0.5
SC Titur,Mar-2016,0.125
SC Titur,Total,0.5483870967741935
SC Tuman,Apr-2015,0.3333333333333333
SC Tuman,May-2015,0.375
SC Tuman,Jun-2015,0.3333333333333333
SC Tuman,Jul-2015,0.25
SC Tuman,Aug-2015,1.0
SC Tuman,Sep-2015,0.8
SC Tuman,Oct-2015,0.2222222222222222
SC Tuman,Nov-2015,0.4
SC Tuman,Dec-2015,0.3333333333333333
SC Tuman,Jan-2016,0.6
SC Tuman,Feb-2016,1.0
SC Tuman,Mar-2016,0.3333333333333333
SC Tuman,Total,0.46296296296296297
SC Ubali,Apr-2015,0.5
SC Ubali,May-2015,0.4
SC Ubali,Jun-2015,0.5
SC Ubali,Jul-2015,0.6
SC Ubali,Aug-2015,0.2
SC Ubali,Sep-2015,0.6
SC Ubali,Oct-2015,0.4
SC Ubali,Nov-2015,0.5714285714285714
SC Ubali,Dec-2015,0.4
SC Ubali,Jan-2016,0.3333333333333333
SC Ubali,Feb-2016,0.4
SC Ubali,Mar-2016,0.0
SC Ubali,Total,0.40298507462686567
SC Umari Kelwad,Apr-2015,0.2727272727272727
SC Umari Kelwad,May-2015,1.0
SC Umari Kelwad,Jun-2015,0.3333333333333333
SC Umari Kelwad,Jul-2015,0.3
SC Umari Kelwad,Aug-2015,0.2
SC Umari Kelwad,Sep-2015,0.42857142857142855
SC Umari Kelwad,Oct-2015,0.0
SC Umari Kelwad,Nov-2015,0.14285714285714285
SC Umari Kelwad,Dec-2015,0.0
SC Umari Kelwad,Jan-2016,0.0
SC Umari Kelwad,Feb-2016,0.0
SC Umari Kelwad,Mar-2016,0.0
SC Umari Kelwad,Total,0.20588235294117646
SC Umri wagh,Apr-2015,0.25
SC Umri wagh,May-2015,0.3333333333333333
SC Umri wagh,Jun-2015,0.0
SC Umri wagh,Jul-2015,0.3333333333333333
SC Umri wagh,Aug-2015,0.25
SC Umri wagh,Sep-2015,0.14285714285714285
SC Umri wagh,Oct-2015,0.0
SC Umri wagh,Nov-2015,0.14285714285714285
SC Umri wagh,Dec-2015,0.0
SC Umri wagh,Jan-2016,0.0
SC Umri wagh,Feb-2016,0.5
SC Umri wagh,Mar-2016,0.25
SC Umri wagh,Total,0.1956521739130435
SC Vadgaon Bela,Apr-2015,0.8333333333333334
SC Vadgaon Bela,May-2015,0.16666666666666666
SC Vadgaon Bela,Jun-2015,0.375
SC Vadgaon Bela,Jul-2015,0.2
SC Vadgaon Bela,Aug-2015,0.6
SC Vadgaon Bela,Sep-2015,0.0
SC Vadgaon Bela,Oct-2015,0.5
SC Vadgaon Bela,Nov-2015,0.42857142857142855
SC Vadgaon Bela,Dec-2015,1.0
SC Vadgaon Bela,Jan-2016,0.42857142857142855
SC Vadgaon Bela,Feb-2016,1.0
SC Vadgaon Bela,Mar-2016,0.4
SC Vadgaon Bela,Total,0.43548387096774194
SC Veltur,Apr-2015,0.0
SC Veltur,May-2015,0.25
SC Veltur,Jun-2015,0.5
SC Veltur,Jul-2015,0.0
SC Veltur,Aug-2015,0.0
SC Veltur,Sep-2015,0.6666666666666666
SC Veltur,Oct-2015,0.0
SC Veltur,Nov-2015,0.0
SC Veltur,Dec-2015,1.0
SC Veltur,Jan-2016,0.3333333333333333
SC Veltur,Feb-2016,0.2
SC Veltur,Mar-2016,0.6666666666666666
SC Veltur,Total,0.23076923076923078
SC Vihirgaon Pachgaon,Apr-2015,0.38095238095238093
SC Vihirgaon Pachgaon,May-2015,0.29411764705882354
SC Vihirgaon Pachgaon,Jun-2015,0.16
SC Vihirgaon Pachgaon,Jul-2015,0.06896551724137931
SC Vihirgaon Pachgaon,Aug-2015,0.38461538461538464
SC Vihirgaon Pachgaon,Sep-2015,0.3
SC Vihirgaon Pachgaon,Oct-2015,0.14285714285714285
SC Vihirgaon Pachgaon,Nov-2015,0.15384615384615385
SC Vihirgaon Pachgaon,Dec-2015,0.3
SC Vihirgaon Pachgaon,Jan-2016,0.25
SC Vihirgaon Pachgaon,Feb-2016,0.04
SC Vihirgaon Pachgaon,Mar-2016,0.22580645161290322
SC Vihirgaon Pachgaon,Total,0.2079646017699115
SC Virli,Apr-2015,0.42857142857142855
SC Virli,May-2015,0.36363636363636365
SC Virli,Jun-2015,0.42857142857142855
SC Virli,Jul-2015,0.3333333333333333
SC Virli,Aug-2015,0.36363636363636365
SC Virli,Sep-2015,0.1875
SC Virli,Oct-2015,0.0
SC Virli,Nov-2015,0.5
SC Virli,Dec-2015,0.1
SC Virli,Jan-2016,0.5
SC Virli,Feb-2016,0.3333333333333333
SC Virli,Mar-2016,0.5263157894736842
SC Virli,Total,0.35454545454545455
SC WADVIHIRA,Apr-2015,1.0
SC WADVIHIRA,May-2015,0.8333333333333334
SC WADVIHIRA,Jun-2015,1.0
SC WADVIHIRA,Jul-2015,0.4444444444444444
SC WADVIHIRA,Aug-2015,0.5
SC WADVIHIRA,Sep-2015,0.6
SC WADVIHIRA,Oct-2015,1.0
SC WADVIHIRA,Nov-2015,0.6666666666666666
SC WADVIHIRA,Dec-2015,0.25
SC WADVIHIRA,Jan-2016,0.3333333333333333
SC WADVIHIRA,Feb-2016,1.0
SC WADVIHIRA,Mar-2016,0.0
SC WADVIHIRA,Total,0.6086956521739131
SC WARADA,Apr-2015,0.125
SC WARADA,May-2015,0.5
SC WARADA,Jun-2015,0.6666666666666666
SC WARADA,Jul-2015,0.3333333333333333
SC WARADA,Aug-2015,0.2
SC WARADA,Sep-2015,0.36363636363636365
SC WARADA,Oct-2015,0.0
SC WARADA,Nov-2015,0.0
SC WARADA,Dec-2015,0.0
SC WARADA,Jan-2016,0.6666666666666666
SC WARADA,Feb-2016,0.4
SC WARADA,Mar-2016,0.14285714285714285
SC WARADA,Total,0.3114754098360656
SC Wadamba,Apr-2015,0.3333333333333333
SC Wadamba,May-2015,0.8333333333333334
SC Wadamba,Jun-2015,0.2
SC Wadamba,Jul-2015,0.5
SC Wadamba,Aug-2015,0.8333333333333334
SC Wadamba,Sep-2015,1.0
SC Wadamba,Oct-2015,0.6
SC Wadamba,Nov-2015,0.0
SC Wadamba,Dec-2015,0.8571428571428571
SC Wadamba,Jan-2016,0.8571428571428571
SC Wadamba,Feb-2016,1.0
SC Wadamba,Mar-2016,0.5
SC Wadamba,Total,0.68
SC Wadi Vyadad,Apr-2015,0.15
SC Wadi Vyadad,May-2015,0.2777777777777778
SC Wadi Vyadad,Jun-2015,0.07272727272727272
SC Wadi Vyadad,Jul-2015,0.3392857142857143
SC Wadi Vyadad,Aug-2015,0.0
SC Wadi Vyadad,Sep-2015,0.21739130434782608
SC Wadi Vyadad,Oct-2015,0.2553191489361702
SC Wadi Vyadad,Nov-2015,0.1111111111111111
SC Wadi Vyadad,Dec-2015,0.5555555555555556
SC Wadi Vyadad,Jan-2016,0.10256410256410256
SC Wadi Vyadad,Feb-2016,0.41304347826086957
SC Wadi Vyadad,Mar-2016,0.1836734693877551
SC Wadi Vyadad,Total,0.20570264765784113
SC Wadoda,Apr-2015,0.6
SC Wadoda,May-2015,0.35714285714285715
SC Wadoda,Jun-2015,0.5714285714285714
SC Wadoda,Jul-2015,0.6666666666666666
SC Wadoda,Aug-2015,0.42857142857142855
SC Wadoda,Sep-2015,1.0
SC Wadoda,Oct-2015,0.625
SC Wadoda,Nov-2015,0.25
SC Wadoda,Dec-2015,0.2727272727272727
SC Wadoda,Jan-2016,0.0
SC Wadoda,Feb-2016,0.3333333333333333
SC Wadoda,Mar-2016,0.3
SC Wadoda,Total,0.4
SC Wag,Apr-2015,0.0
SC Wag,May-2015,0.375
SC Wag,Jun-2015,0.5
SC Wag,Jul-2015,0.2857142857142857
SC Wag,Aug-2015,0.3333333333333333
SC Wag,Sep-2015,0.25
SC Wag,Oct-2015,0.375
SC Wag,Nov-2015,0.6666666666666666
SC Wag,Dec-2015,0.3333333333333333
SC Wag,Jan-2016,0.5
SC Wag,Feb-2016,0.5
SC Wag,Mar-2016,0.5
SC Wag,Total,0.38028169014084506
SC Waki Patansawangi,Apr-2015,0.3333333333333333
SC Waki Patansawangi,May-2015,0.25
SC Waki Patansawangi,Jun-2015,0.16666666666666666
SC Waki Patansawangi,Jul-2015,0.16666666666666666
SC Waki Patansawangi,Aug-2015,0.1111111111111111
SC Waki Patansawangi,Sep-2015,0.0
SC Waki Patansawangi,Oct-2015,1.0
SC Waki Patansawangi,Nov-2015,0.14285714285714285
SC Waki Patansawangi,Dec-2015,0.0
