,,Fraction of pregnant women registered within 1st trimester
SC YENIKONI,Aug-2015,0.8571428571428571
SC YENIKONI,Sep-2015,1.0
SC YENIKONI,Oct-2015,0.3333333333333333
SC YENIKONI,Nov-2015,0.0
SC YENIKONI,Dec-2015,1.0
SC YENIKONI,Jan-2016,0.5
SC YENIKONI,Feb-2016,1.0
SC YENIKONI,Mar-2016,0.75
SC YENIKONI,Total,0.8181818181818182
SC Yenwa,Apr-2015,0.0
SC Yenwa,May-2015,0.0
SC Yenwa,Jun-2015,0.0
SC Yenwa,Jul-2015,0.0
SC Yenwa,Aug-2015,1.0
SC Yenwa,Sep-2015,1.0
SC Yenwa,Oct-2015,1.0
SC Yenwa,Nov-2015,1.0
SC Yenwa,Dec-2015,1.0
SC Yenwa,Jan-2016,1.0
SC Yenwa,Feb-2016,1.0
SC Yenwa,Mar-2016,1.0
SC Yenwa,Total,0.5555555555555556
SC Yerkheda,Apr-2015,0.5294117647058824
SC Yerkheda,May-2015,0.35294117647058826
SC Yerkheda,Jun-2015,0.4230769230769231
SC Yerkheda,Jul-2015,1.0
SC Yerkheda,Aug-2015,0.5384615384615384
SC Yerkheda,Sep-2015,0.5263157894736842
SC Yerkheda,Oct-2015,0.6923076923076923
SC Yerkheda,Nov-2015,0.4
SC Yerkheda,Dec-2015,1.0
SC Yerkheda,Jan-2016,0.5
SC Yerkheda,Feb-2016,0.4090909090909091
SC Yerkheda,Mar-2016,0.4642857142857143
SC Yerkheda,Total,0.5720164609053497
SC Zilpa,Apr-2015,1.0
SC Zilpa,May-2015,1.0
SC Zilpa,Jun-2015,1.0
SC Zilpa,Jul-2015,1.0
SC Zilpa,Aug-2015,1.0
SC Zilpa,Sep-2015,0.8571428571428571
SC Zilpa,Oct-2015,1.0
SC Zilpa,Nov-2015,1.0
SC Zilpa,Dec-2015,1.0
SC Zilpa,Jan-2016,1.0
SC Zilpa,Feb-2016,1.0
SC Zilpa,Mar-2016,1.0
SC Zilpa,Total,0.9791666666666666
SC kacharisawanga,Apr-2015,0.8
SC kacharisawanga,May-2015,1.0
SC kacharisawanga,Jun-2015,1.0
SC kacharisawanga,Jul-2015,1.0
SC kacharisawanga,Aug-2015,0.7142857142857143
SC kacharisawanga,Sep-2015,1.0
SC kacharisawanga,Oct-2015,0.6666666666666666
SC kacharisawanga,Nov-2015,1.0
SC kacharisawanga,Dec-2015,1.0
SC kacharisawanga,Jan-2016,0.875
SC kacharisawanga,Feb-2016,0.9166666666666666
SC kacharisawanga,Mar-2016,0.8333333333333334
SC kacharisawanga,Total,0.9113924050632911
SC kondhali,Apr-2015,0.9
SC kondhali,May-2015,0.8333333333333334
SC kondhali,Jun-2015,0.875
SC kondhali,Jul-2015,0.0
SC kondhali,Aug-2015,0.8076923076923077
SC kondhali,Sep-2015,0.8461538461538461
SC kondhali,Oct-2015,0.9
SC kondhali,Nov-2015,1.0
SC kondhali,Dec-2015,0.9
SC kondhali,Jan-2016,0.8333333333333334
SC kondhali,Feb-2016,0.8571428571428571
SC kondhali,Mar-2016,0.9
SC kondhali,Total,0.6878980891719745
SC paradsinga,Apr-2015,1.0
SC paradsinga,May-2015,1.0
SC paradsinga,Jun-2015,0.9
SC paradsinga,Jul-2015,1.0
SC paradsinga,Aug-2015,1.0
SC paradsinga,Sep-2015,0.8333333333333334
SC paradsinga,Oct-2015,1.0
SC paradsinga,Nov-2015,0.3333333333333333
SC paradsinga,Dec-2015,0.16666666666666666
SC paradsinga,Jan-2016,0.6
SC paradsinga,Feb-2016,1.0
SC paradsinga,Mar-2016,1.0
SC paradsinga,Total,0.8382352941176471
SC yerla dhote,Apr-2015,0.6666666666666666
SC yerla dhote,May-2015,1.0
SC yerla dhote,Jun-2015,1.0
SC yerla dhote,Jul-2015,0.3333333333333333
SC yerla dhote,Aug-2015,1.0
SC yerla dhote,Sep-2015,0.6666666666666666
SC yerla dhote,Oct-2015,1.0
SC yerla dhote,Nov-2015,0.5
SC yerla dhote,Dec-2015,0.6
SC yerla dhote,Jan-2016,1.0
SC yerla dhote,Feb-2016,0.0
SC yerla dhote,Mar-2016,1.0
SC yerla dhote,Total,0.7906976744186046
SINDHI Sawaergaon SC,Apr-2015,1.0
SINDHI Sawaergaon SC,May-2015,0.5
SINDHI Sawaergaon SC,Jun-2015,1.0
SINDHI Sawaergaon SC,Jul-2015,0.75
SINDHI Sawaergaon SC,Aug-2015,0.6666666666666666
SINDHI Sawaergaon SC,Sep-2015,0.2
SINDHI Sawaergaon SC,Oct-2015,0.8
SINDHI Sawaergaon SC,Nov-2015,0.5
SINDHI Sawaergaon SC,Dec-2015,0.6666666666666666
SINDHI Sawaergaon SC,Jan-2016,0.6666666666666666
SINDHI Sawaergaon SC,Feb-2016,0.75
SINDHI Sawaergaon SC,Mar-2016,1.0
SINDHI Sawaergaon SC,Total,0.6666666666666666
Sawargaon Narkhed SC,Apr-2015,1.0
Sawargaon Narkhed SC,May-2015,1.0
Sawargaon Narkhed SC,Jun-2015,0.625
Sawargaon Narkhed SC,Jul-2015,0.9
Sawargaon Narkhed SC,Aug-2015,0.7
Sawargaon Narkhed SC,Sep-2015,0.75
Sawargaon Narkhed SC,Oct-2015,0.6
Sawargaon Narkhed SC,Nov-2015,1.0
Sawargaon Narkhed SC,Dec-2015,0.875
Sawargaon Narkhed SC,Jan-2016,0.8571428571428571
Sawargaon Narkhed SC,Feb-2016,0.75
Sawargaon Narkhed SC,Mar-2016,0.4166666666666667
Sawargaon Narkhed SC,Total,0.7843137254901961
Shivani Nagardham SC,Apr-2015,1.0
Shivani Nagardham SC,May-2015,1.0
Shivani Nagardham SC,Jun-2015,0.8
Shivani Nagardham SC,Jul-2015,1.0
Shivani Nagardham SC,Aug-2015,0.5
Shivani Nagardham SC,Sep-2015,1.0
Shivani Nagardham SC,Oct-2015,1.0
Shivani Nagardham SC,Nov-2015,1.0
Shivani Nagardham SC,Dec-2015,1.0
Shivani Nagardham SC,Jan-2016,1.0
Shivani Nagardham SC,Feb-2016,1.0
Shivani Nagardham SC,Mar-2016,0.75
Shivani Nagardham SC,Total,0.9333333333333333
Tamaswadi Dorali SC,Apr-2015,0.9
Tamaswadi Dorali SC,May-2015,1.0
Tamaswadi Dorali SC,Jun-2015,0.9090909090909091
Tamaswadi Dorali SC,Jul-2015,0.9230769230769231
Tamaswadi Dorali SC,Aug-2015,0.8666666666666667
Tamaswadi Dorali SC,Sep-2015,1.0
Tamaswadi Dorali SC,Oct-2015,0.9285714285714286
Tamaswadi Dorali SC,Nov-2015,0.75
Tamaswadi Dorali SC,Dec-2015,1.0
Tamaswadi Dorali SC,Jan-2016,0.8333333333333334
Tamaswadi Dorali SC,Feb-2016,1.0
Tamaswadi Dorali SC,Mar-2016,1.0
Tamaswadi Dorali SC,Total,0.9393939393939394
Thana Mandhal SC,Apr-2015,1.0
Thana Mandhal SC,May-2015,1.0
Thana Mandhal SC,Jun-2015,0.6666666666666666
Thana Mandhal SC,Jul-2015,1.0
Thana Mandhal SC,Aug-2015,1.0
Thana Mandhal SC,Sep-2015,0.6666666666666666
Thana Mandhal SC,Oct-2015,1.0
Thana Mandhal SC,Nov-2015,1.0
Thana Mandhal SC,Dec-2015,1.0
Thana Mandhal SC,Jan-2016,1.0
Thana Mandhal SC,Feb-2016,1.0
Thana Mandhal SC,Mar-2016,0.0
Thana Mandhal SC,Total,0.9166666666666666
Umari Bhandarbodi SC,Apr-2015,0.8333333333333334
Umari Bhandarbodi SC,May-2015,1.0
Umari Bhandarbodi SC,Jun-2015,1.0
Umari Bhandarbodi SC,Jul-2015,0.7142857142857143
Umari Bhandarbodi SC,Aug-2015,0.8571428571428571
Umari Bhandarbodi SC,Sep-2015,0.8
Umari Bhandarbodi SC,Oct-2015,1.0
Umari Bhandarbodi SC,Nov-2015,1.0
Umari Bhandarbodi SC,Dec-2015,1.0
Umari Bhandarbodi SC,Jan-2016,1.0
Umari Bhandarbodi SC,Feb-2016,0.875
Umari Bhandarbodi SC,Mar-2016,0.4
Umari Bhandarbodi SC,Total,0.8695652173913043
Uparwahi Kalmeshwar SC,Apr-2015,1.0
Uparwahi Kalmeshwar SC,May-2015,0.6666666666666666
Uparwahi Kalmeshwar SC,Jun-2015,0.3333333333333333
Uparwahi Kalmeshwar SC,Jul-2015,0.4
Uparwahi Kalmeshwar SC,Aug-2015,0.6666666666666666
Uparwahi Kalmeshwar SC,Sep-2015,0.3333333333333333
Uparwahi Kalmeshwar SC,Oct-2015,0.8
Uparwahi Kalmeshwar SC,Nov-2015,0.6
Uparwahi Kalmeshwar SC,Dec-2015,0.8
Uparwahi Kalmeshwar SC,Jan-2016,0.6666666666666666
Uparwahi Kalmeshwar SC,Feb-2016,0.7142857142857143
Uparwahi Kalmeshwar SC,Mar-2016,0.6
Uparwahi Kalmeshwar SC,Total,0.6451612903225806
PHC Adegaon (Nagpur),Apr-2015,0.9411764705882353
PHC Adegaon (Nagpur),May-2015,0.6666666666666666
PHC Adegaon (Nagpur),Jun-2015,0.5714285714285714
PHC Adegaon (Nagpur),Jul-2015,0.8518518518518519
PHC Adegaon (Nagpur),Aug-2015,0.7142857142857143
PHC Adegaon (Nagpur),Sep-2015,0.8125
PHC Adegaon (Nagpur),Oct-2015,0.8333333333333334
PHC Adegaon (Nagpur),Nov-2015,0.9
PHC Adegaon (Nagpur),Dec-2015,0.9444444444444444
PHC Adegaon (Nagpur),Jan-2016,1.0
PHC Adegaon (Nagpur),Feb-2016,1.0
PHC Adegaon (Nagpur),Mar-2016,1.0
PHC Adegaon (Nagpur),Total,0.8488888888888889
PHC Badegaon,Apr-2015,0.9032258064516129
PHC Badegaon,May-2015,0.76
PHC Badegaon,Jun-2015,0.7857142857142857
PHC Badegaon,Jul-2015,0.6666666666666666
PHC Badegaon,Aug-2015,0.8297872340425532
PHC Badegaon,Sep-2015,0.625
PHC Badegaon,Oct-2015,0.9375
PHC Badegaon,Nov-2015,0.9565217391304348
PHC Badegaon,Dec-2015,0.8974358974358975
PHC Badegaon,Jan-2016,0.9803921568627451
PHC Badegaon,Feb-2016,1.0
PHC Badegaon,Mar-2016,0.8918918918918919
PHC Badegaon,Total,0.8682170542635659
PHC Bela(24X7),Apr-2015,0.9393939393939394
PHC Bela(24X7),May-2015,0.8275862068965517
PHC Bela(24X7),Jun-2015,0.9230769230769231
PHC Bela(24X7),Jul-2015,0.75
PHC Bela(24X7),Aug-2015,0.7878787878787878
PHC Bela(24X7),Sep-2015,0.8181818181818182
PHC Bela(24X7),Oct-2015,0.84375
PHC Bela(24X7),Nov-2015,0.9473684210526315
PHC Bela(24X7),Dec-2015,0.8918918918918919
PHC Bela(24X7),Jan-2016,0.8571428571428571
PHC Bela(24X7),Feb-2016,0.8571428571428571
PHC Bela(24X7),Mar-2016,0.9411764705882353
PHC Bela(24X7),Total,0.8640483383685801
PHC Bhandarbodi,Apr-2015,0.9117647058823529
PHC Bhandarbodi,May-2015,0.9545454545454546
PHC Bhandarbodi,Jun-2015,0.8709677419354839
PHC Bhandarbodi,Jul-2015,0.9555555555555556
PHC Bhandarbodi,Aug-2015,0.8695652173913043
PHC Bhandarbodi,Sep-2015,0.7647058823529411
PHC Bhandarbodi,Oct-2015,0.9393939393939394
PHC Bhandarbodi,Nov-2015,0.9629629629629629
PHC Bhandarbodi,Dec-2015,1.0
PHC Bhandarbodi,Jan-2016,1.0
PHC Bhandarbodi,Feb-2016,0.967741935483871
PHC Bhandarbodi,Mar-2016,0.5
PHC Bhandarbodi,Total,0.8997050147492626
PHC Borkhedi,Apr-2015,0.7578947368421053
PHC Borkhedi,May-2015,0.8317757009345794
PHC Borkhedi,Jun-2015,0.7517241379310344
PHC Borkhedi,Jul-2015,0.7777777777777778
PHC Borkhedi,Aug-2015,0.5528455284552846
PHC Borkhedi,Sep-2015,0.7837837837837838
PHC Borkhedi,Oct-2015,0.6027397260273972
PHC Borkhedi,Nov-2015,0.7016129032258065
PHC Borkhedi,Dec-2015,0.6578947368421053
PHC Borkhedi,Jan-2016,0.7202797202797203
PHC Borkhedi,Feb-2016,0.6567164179104478
PHC Borkhedi,Mar-2016,0.7054794520547946
PHC Borkhedi,Total,0.7031756318859365
PHC Chicholi,Apr-2015,0.7
PHC Chicholi,May-2015,0.6438356164383562
PHC Chicholi,Jun-2015,0.7123287671232876
PHC Chicholi,Jul-2015,0.6867469879518072
PHC Chicholi,Aug-2015,0.6962025316455697
PHC Chicholi,Sep-2015,0.6933333333333334
PHC Chicholi,Oct-2015,0.6470588235294118
PHC Chicholi,Nov-2015,0.6140350877192983
PHC Chicholi,Dec-2015,0.6781609195402298
PHC Chicholi,Jan-2016,0.7638888888888888
PHC Chicholi,Feb-2016,0.7532467532467533
PHC Chicholi,Mar-2016,0.8024691358024691
PHC Chicholi,Total,0.7006507592190889
PHC Dhahegaon Joshi,Apr-2015,0.7555555555555555
PHC Dhahegaon Joshi,May-2015,0.7931034482758621
PHC Dhahegaon Joshi,Jun-2015,0.7333333333333333
PHC Dhahegaon Joshi,Jul-2015,0.775
PHC Dhahegaon Joshi,Aug-2015,0.8545454545454545
PHC Dhahegaon Joshi,Sep-2015,0.75
PHC Dhahegaon Joshi,Oct-2015,0.86
PHC Dhahegaon Joshi,Nov-2015,0.9615384615384616
PHC Dhahegaon Joshi,Dec-2015,0.9347826086956522
PHC Dhahegaon Joshi,Jan-2016,0.9354838709677419
PHC Dhahegaon Joshi,Feb-2016,0.9285714285714286
PHC Dhahegaon Joshi,Mar-2016,0.9310344827586207
PHC Dhahegaon Joshi,Total,0.8436213991769548
PHC Dhapewada,Apr-2015,0.8636363636363636
PHC Dhapewada,May-2015,1.0
PHC Dhapewada,Jun-2015,0.95
PHC Dhapewada,Jul-2015,1.0
PHC Dhapewada,Aug-2015,0.8235294117647058
PHC Dhapewada,Sep-2015,0.9444444444444444
PHC Dhapewada,Oct-2015,1.0
PHC Dhapewada,Nov-2015,0.6363636363636364
PHC Dhapewada,Dec-2015,0.9411764705882353
PHC Dhapewada,Jan-2016,0.9375
PHC Dhapewada,Feb-2016,1.0
PHC Dhapewada,Mar-2016,0.8636363636363636
PHC Dhapewada,Total,0.9186602870813397
PHC Dorali,Apr-2015,0.9545454545454546
PHC Dorali,May-2015,1.0
PHC Dorali,Jun-2015,0.9444444444444444
PHC Dorali,Jul-2015,0.9230769230769231
PHC Dorali,Aug-2015,0.8636363636363636
PHC Dorali,Sep-2015,1.0
PHC Dorali,Oct-2015,0.9583333333333334
PHC Dorali,Nov-2015,0.5454545454545454
PHC Dorali,Dec-2015,0.7619047619047619
PHC Dorali,Jan-2016,0.7692307692307693
PHC Dorali,Feb-2016,1.0
PHC Dorali,Mar-2016,1.0
PHC Dorali,Total,0.9135802469135802
PHC Gondkhairi,Apr-2015,0.6853932584269663
PHC Gondkhairi,May-2015,0.7162162162162162
PHC Gondkhairi,Jun-2015,0.6373626373626373
PHC Gondkhairi,Jul-2015,0.6923076923076923
PHC Gondkhairi,Aug-2015,0.6172839506172839
PHC Gondkhairi,Sep-2015,0.6483516483516484
PHC Gondkhairi,Oct-2015,0.6911764705882353
PHC Gondkhairi,Nov-2015,0.7446808510638298
PHC Gondkhairi,Dec-2015,0.7567567567567568
PHC Gondkhairi,Jan-2016,0.7888888888888889
PHC Gondkhairi,Feb-2016,0.7951807228915663
PHC Gondkhairi,Mar-2016,0.7333333333333333
PHC Gondkhairi,Total,0.7071129707112971
PHC Gumthala(24X7),Apr-2015,0.6979166666666666
PHC Gumthala(24X7),May-2015,0.6764705882352942
PHC Gumthala(24X7),Jun-2015,0.6178861788617886
PHC Gumthala(24X7),Jul-2015,0.7755102040816326
PHC Gumthala(24X7),Aug-2015,0.625
PHC Gumthala(24X7),Sep-2015,0.6538461538461539
PHC Gumthala(24X7),Oct-2015,0.7875
PHC Gumthala(24X7),Nov-2015,0.7096774193548387
PHC Gumthala(24X7),Dec-2015,0.696078431372549
PHC Gumthala(24X7),Jan-2016,0.696969696969697
PHC Gumthala(24X7),Feb-2016,0.74
PHC Gumthala(24X7),Mar-2016,0.6263736263736264
PHC Gumthala(24X7),Total,0.6881998277347114
PHC Gumthi,Apr-2015,0.7203389830508474
PHC Gumthi,May-2015,0.6190476190476191
PHC Gumthi,Jun-2015,0.5660377358490566
PHC Gumthi,Jul-2015,0.6766467065868264
PHC Gumthi,Aug-2015,0.6363636363636364
PHC Gumthi,Sep-2015,0.7252747252747253
PHC Gumthi,Oct-2015,0.7261904761904762
PHC Gumthi,Nov-2015,0.6493506493506493
PHC Gumthi,Dec-2015,0.795774647887324
PHC Gumthi,Jan-2016,0.7333333333333333
PHC Gumthi,Feb-2016,0.6923076923076923
PHC Gumthi,Mar-2016,0.5869565217391305
PHC Gumthi,Total,0.6729957805907173
PHC Hiwara Bazar,Apr-2015,0.8333333333333334
PHC Hiwara Bazar,May-2015,0.9655172413793104
PHC Hiwara Bazar,Jun-2015,0.7619047619047619
PHC Hiwara Bazar,Jul-2015,0.90625
PHC Hiwara Bazar,Aug-2015,0.9696969696969697
PHC Hiwara Bazar,Sep-2015,0.9354838709677419
PHC Hiwara Bazar,Oct-2015,0.9047619047619048
PHC Hiwara Bazar,Nov-2015,0.8823529411764706
PHC Hiwara Bazar,Dec-2015,0.7647058823529411
PHC Hiwara Bazar,Jan-2016,0.8461538461538461
PHC Hiwara Bazar,Feb-2016,0.71875
PHC Hiwara Bazar,Mar-2016,0.9285714285714286
PHC Hiwara Bazar,Total,0.863517060367454
PHC Jalalkheda,Apr-2015,0.8536585365853658
PHC Jalalkheda,May-2015,0.9310344827586207
PHC Jalalkheda,Jun-2015,0.8125
PHC Jalalkheda,Jul-2015,0.8461538461538461
PHC Jalalkheda,Aug-2015,0.8055555555555556
PHC Jalalkheda,Sep-2015,1.0
PHC Jalalkheda,Oct-2015,0.9024390243902439
PHC Jalalkheda,Nov-2015,0.96875
PHC Jalalkheda,Dec-2015,0.9032258064516129
PHC Jalalkheda,Jan-2016,0.9333333333333333
PHC Jalalkheda,Feb-2016,0.967741935483871
PHC Jalalkheda,Mar-2016,0.8108108108108109
PHC Jalalkheda,Total,0.8919597989949749
PHC Jawali,Apr-2015,0.88
PHC Jawali,May-2015,0.8709677419354839
PHC Jawali,Jun-2015,0.8421052631578947
PHC Jawali,Jul-2015,0.84
PHC Jawali,Aug-2015,0.8055555555555556
PHC Jawali,Sep-2015,0.8421052631578947
PHC Jawali,Oct-2015,0.8333333333333334
PHC Jawali,Nov-2015,0.875
PHC Jawali,Dec-2015,0.9166666666666666
PHC Jawali,Jan-2016,0.8333333333333334
PHC Jawali,Feb-2016,0.9473684210526315
PHC Jawali,Mar-2016,0.7777777777777778
PHC Jawali,Total,0.8535714285714285
PHC Kachrisawanga(24X7),Apr-2015,0.7857142857142857
PHC Kachrisawanga(24X7),May-2015,0.8
PHC Kachrisawanga(24X7),Jun-2015,0.75
PHC Kachrisawanga(24X7),Jul-2015,0.9183673469387755
PHC Kachrisawanga(24X7),Aug-2015,0.6666666666666666
PHC Kachrisawanga(24X7),Sep-2015,0.8363636363636363
PHC Kachrisawanga(24X7),Oct-2015,0.6666666666666666
PHC Kachrisawanga(24X7),Nov-2015,0.7428571428571429
PHC Kachrisawanga(24X7),Dec-2015,0.8928571428571429
PHC Kachrisawanga(24X7),Jan-2016,0.7291666666666666
PHC Kachrisawanga(24X7),Feb-2016,0.8518518518518519
PHC Kachrisawanga(24X7),Mar-2016,0.8775510204081632
PHC Kachrisawanga(24X7),Total,0.8
PHC Kanhan,Apr-2015,0.7446808510638298
PHC Kanhan,May-2015,0.7407407407407407
PHC Kanhan,Jun-2015,0.69
PHC Kanhan,Jul-2015,0.8688524590163934
PHC Kanhan,Aug-2015,0.7428571428571429
PHC Kanhan,Sep-2015,0.8314606741573034
PHC Kanhan,Oct-2015,0.7752808988764045
PHC Kanhan,Nov-2015,0.7777777777777778
PHC Kanhan,Dec-2015,0.6842105263157895
PHC Kanhan,Jan-2016,0.7204301075268817
PHC Kanhan,Feb-2016,0.819047619047619
PHC Kanhan,Mar-2016,0.8390804597701149
PHC Kanhan,Total,0.7697022767075307
PHC Kanholibara IPHS(24X7),Apr-2015,0.9655172413793104
PHC Kanholibara IPHS(24X7),May-2015,0.7777777777777778
PHC Kanholibara IPHS(24X7),Jun-2015,0.8857142857142857
PHC Kanholibara IPHS(24X7),Jul-2015,0.8571428571428571
PHC Kanholibara IPHS(24X7),Aug-2015,0.868421052631579
PHC Kanholibara IPHS(24X7),Sep-2015,0.8076923076923077
PHC Kanholibara IPHS(24X7),Oct-2015,0.9302325581395349
PHC Kanholibara IPHS(24X7),Nov-2015,0.8
PHC Kanholibara IPHS(24X7),Dec-2015,0.8
PHC Kanholibara IPHS(24X7),Jan-2016,0.851063829787234
PHC Kanholibara IPHS(24X7),Feb-2016,0.9117647058823529
PHC Kanholibara IPHS(24X7),Mar-2016,0.9259259259259259
PHC Kanholibara IPHS(24X7),Total,0.8661800486618005
PHC Karwahi,Apr-2015,0.6896551724137931
PHC Karwahi,May-2015,0.6470588235294118
PHC Karwahi,Jun-2015,0.7297297297297297
PHC Karwahi,Jul-2015,0.6774193548387096
PHC Karwahi,Aug-2015,0.6129032258064516
PHC Karwahi,Sep-2015,0.6296296296296297
PHC Karwahi,Oct-2015,0.84375
PHC Karwahi,Nov-2015,0.65
PHC Karwahi,Dec-2015,0.8518518518518519
PHC Karwahi,Jan-2016,0.9230769230769231
PHC Karwahi,Feb-2016,0.7727272727272727
PHC Karwahi,Mar-2016,0.9333333333333333
PHC Karwahi,Total,0.7371601208459214
PHC Kelwad IPHS(24X7),Apr-2015,0.8653846153846154
PHC Kelwad IPHS(24X7),May-2015,0.631578947368421
PHC Kelwad IPHS(24X7),Jun-2015,0.55
PHC Kelwad IPHS(24X7),Jul-2015,0.8571428571428571
PHC Kelwad IPHS(24X7),Aug-2015,0.775
PHC Kelwad IPHS(24X7),Sep-2015,0.8125
PHC Kelwad IPHS(24X7),Oct-2015,0.8529411764705882
PHC Kelwad IPHS(24X7),Nov-2015,0.6666666666666666
PHC Kelwad IPHS(24X7),Dec-2015,0.8157894736842105
PHC Kelwad IPHS(24X7),Jan-2016,0.8333333333333334
PHC Kelwad IPHS(24X7),Feb-2016,0.9259259259259259
PHC Kelwad IPHS(24X7),Mar-2016,0.9629629629629629
PHC Kelwad IPHS(24X7),Total,0.8098958333333334
PHC Khapa(24X7),Apr-2015,0.631578947368421
PHC Khapa(24X7),May-2015,0.5
PHC Khapa(24X7),Jun-2015,0.7368421052631579
PHC Khapa(24X7),Jul-2015,0.7045454545454546
PHC Khapa(24X7),Aug-2015,0.6666666666666666
PHC Khapa(24X7),Sep-2015,0.84
PHC Khapa(24X7),Oct-2015,0.8611111111111112
PHC Khapa(24X7),Nov-2015,0.7575757575757576
PHC Khapa(24X7),Dec-2015,0.7777777777777778
PHC Khapa(24X7),Jan-2016,0.7916666666666666
PHC Khapa(24X7),Feb-2016,0.84
PHC Khapa(24X7),Mar-2016,0.6410256410256411
PHC Khapa(24X7),Total,0.7251908396946565
PHC Khat,Apr-2015,0.9615384615384616
PHC Khat,May-2015,0.8
PHC Khat,Jun-2015,0.8666666666666667
PHC Khat,Jul-2015,0.9743589743589743
PHC Khat,Aug-2015,0.95
PHC Khat,Sep-2015,0.9444444444444444
PHC Khat,Oct-2015,1.0
PHC Khat,Nov-2015,1.0
PHC Khat,Dec-2015,0.8780487804878049
PHC Khat,Jan-2016,1.0
PHC Khat,Feb-2016,0.88
PHC Khat,Mar-2016,0.9142857142857143
PHC Khat,Total,0.9229074889867841
PHC Kondamendhi,Apr-2015,0.6136363636363636
PHC Kondamendhi,May-2015,0.803921568627451
PHC Kondamendhi,Jun-2015,0.9230769230769231
PHC Kondamendhi,Jul-2015,0.9387755102040817
PHC Kondamendhi,Aug-2015,0.8333333333333334
PHC Kondamendhi,Sep-2015,0.9428571428571428
PHC Kondamendhi,Oct-2015,0.9166666666666666
PHC Kondamendhi,Nov-2015,0.8823529411764706
PHC Kondamendhi,Dec-2015,0.918918918918919
PHC Kondamendhi,Jan-2016,0.9090909090909091
PHC Kondamendhi,Feb-2016,0.9473684210526315
PHC Kondamendhi,Mar-2016,0.967741935483871
PHC Kondamendhi,Total,0.8768898488120951
PHC Kondhali IPHS(24X7),Apr-2015,0.8627450980392157
PHC Kondhali IPHS(24X7),May-2015,0.9
PHC Kondhali IPHS(24X7),Jun-2015,0.8823529411764706
PHC Kondhali IPHS(24X7),Jul-2015,0.3888888888888889
PHC Kondhali IPHS(24X7),Aug-2015,0.7631578947368421
PHC Kondhali IPHS(24X7),Sep-2015,0.9534883720930233
PHC Kondhali IPHS(24X7),Oct-2015,0.864406779661017
PHC Kondhali IPHS(24X7),Nov-2015,0.9111111111111111
PHC Kondhali IPHS(24X7),Dec-2015,0.8064516129032258
PHC Kondhali IPHS(24X7),Jan-2016,0.8867924528301887
PHC Kondhali IPHS(24X7),Feb-2016,0.8793103448275862
PHC Kondhali IPHS(24X7),Mar-2016,0.8723404255319149
PHC Kondhali IPHS(24X7),Total,0.8112633181126332
PHC Makardhokda,Apr-2015,0.9473684210526315
PHC Makardhokda,May-2015,0.84375
PHC Makardhokda,Jun-2015,0.9444444444444444
PHC Makardhokda,Jul-2015,0.9166666666666666
PHC Makardhokda,Aug-2015,0.9523809523809523
PHC Makardhokda,Sep-2015,0.9444444444444444
PHC Makardhokda,Oct-2015,0.9583333333333334
PHC Makardhokda,Nov-2015,0.9318181818181818
PHC Makardhokda,Dec-2015,1.0
PHC Makardhokda,Jan-2016,0.9803921568627451
PHC Makardhokda,Feb-2016,0.9295774647887324
PHC Makardhokda,Mar-2016,0.9180327868852459
PHC Makardhokda,Total,0.9392789373814042
PHC Mandhal,Apr-2015,0.9607843137254902
PHC Mandhal,May-2015,0.9122807017543859
PHC Mandhal,Jun-2015,0.9148936170212766
PHC Mandhal,Jul-2015,0.9210526315789473
PHC Mandhal,Aug-2015,0.9166666666666666
PHC Mandhal,Sep-2015,0.8846153846153846
PHC Mandhal,Oct-2015,0.8648648648648649
PHC Mandhal,Nov-2015,0.8181818181818182
PHC Mandhal,Dec-2015,0.8333333333333334
PHC Mandhal,Jan-2016,1.0
PHC Mandhal,Feb-2016,0.9166666666666666
PHC Mandhal,Mar-2016,0.8
PHC Mandhal,Total,0.8947368421052632
PHC Mansar,Apr-2015,0.7272727272727273
PHC Mansar,May-2015,0.75
PHC Mansar,Jun-2015,0.8222222222222222
PHC Mansar,Jul-2015,0.7727272727272727
PHC Mansar,Aug-2015,0.6938775510204082
PHC Mansar,Sep-2015,0.7631578947368421
PHC Mansar,Oct-2015,0.8780487804878049
PHC Mansar,Nov-2015,0.8285714285714286
PHC Mansar,Dec-2015,0.8297872340425532
PHC Mansar,Jan-2016,0.8648648648648649
PHC Mansar,Feb-2016,0.7837837837837838
PHC Mansar,Mar-2016,0.7272727272727273
PHC Mansar,Total,0.7866108786610879
PHC Mauda IPHS(24X7),Apr-2015,0.8712871287128713
PHC Mauda IPHS(24X7),May-2015,0.9036144578313253
PHC Mauda IPHS(24X7),Jun-2015,0.8505747126436781
PHC Mauda IPHS(24X7),Jul-2015,0.7840909090909091
PHC Mauda IPHS(24X7),Aug-2015,0.8024691358024691
PHC Mauda IPHS(24X7),Sep-2015,0.86
PHC Mauda IPHS(24X7),Oct-2015,0.8117647058823529
PHC Mauda IPHS(24X7),Nov-2015,0.8333333333333334
PHC Mauda IPHS(24X7),Dec-2015,0.898989898989899
PHC Mauda IPHS(24X7),Jan-2016,0.9
PHC Mauda IPHS(24X7),Feb-2016,0.9861111111111112
PHC Mauda IPHS(24X7),Mar-2016,0.9619047619047619
PHC Mauda IPHS(24X7),Total,0.8743718592964824
PHC Mendhala,Apr-2015,1.0
